"driverid";"name";"path";"class";"subclass";"loc";"chipset";"has_recovery";"driver_types";"driver_ops";"basic_type";"bfactor";"cfactor";"bus_type"
"1";"braille";"drivers/accessibility/braille/braille_console.o";"accessibility";"braille";"448";"1";"0";"empty_type";"kernel_param_ops";"char";"1";"0";"empty_bus_type"
"2";"tables";"drivers/acpi/tables.o";"acpi";;"284";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"3";"blacklist";"drivers/acpi/blacklist.o";"acpi";;"87";"13";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"4";"osl";"drivers/acpi/osl.o";"acpi";;"1515";"1";"0";"acpi_core";"pv_lock_ops";"char";"0";"0";"acpi_device_id"
"5";"utils";"drivers/acpi/utils.o";"acpi";;"349";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"6";"reboot";"drivers/acpi/reboot.o";"acpi";;"46";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"7";"atomicio";"drivers/acpi/atomicio.o";"acpi";;"570";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"8";"wakeup";"drivers/acpi/wakeup.o";"acpi";;"62";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"9";"sleep";"drivers/acpi/sleep.o";"acpi";;"539";"8";"0";"acpi_core";"platform_hibernation_ops";"char";"0";"0";"acpi_device_id"
"10";"proc";"drivers/acpi/proc.o";"acpi";;"171";"1";"0";"acpi_core";"file_operations";"char";"0";"0";"acpi_device_id"
"11";"bus";"drivers/acpi/bus.o";"acpi";;"1161";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"12";"glue";"drivers/acpi/glue.o";"acpi";;"257";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"13";"scan";"drivers/acpi/scan.o";"acpi";;"1630";"1";"0";"acpi_core";"bus_type";"char";"0";"0";"acpi_device_id"
"14";"processor_core";"drivers/acpi/processor_core.o";"acpi";;"456";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"15";"ec";"drivers/acpi/ec.o";"acpi";;"1136";"6";"0";"acpi_core";"kernel_param_ops";"char";"1";"0";"acpi_device_id"
"16";"dock";"drivers/acpi/dock.o";"acpi";;"990";"1";"0";"acpi_core";"kernel_param_ops";"char";"1";"0";"acpi_device_id"
"17";"pci_root";"drivers/acpi/pci_root.o";"acpi";;"642";"2";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"18";"pci_link";"drivers/acpi/pci_link.o";"acpi";;"820";"2";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"19";"pci_irq";"drivers/acpi/pci_irq.o";"acpi";;"526";"1";"0";"acpi_core";"pv_lock_ops";"char";"0";"0";"acpi_device_id"
"20";"pci_bind";"drivers/acpi/pci_bind.o";"acpi";;"91";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"21";"power";"drivers/acpi/power.o";"acpi";;"593";"2";"0";"acpi_core";"kernel_param_ops";"char";"1";"0";"acpi_device_id"
"22";"event";"drivers/acpi/event.o";"acpi";;"447";"1";"0";"acpi_core";"file_operations";"char";"0";"0";"acpi_device_id"
"23";"sysfs";"drivers/acpi/sysfs.o";"acpi";;"714";"1";"0";"acpi_core";"kernel_param_ops";"char";"8";"0";"acpi_device_id"
"24";"debugfs";"drivers/acpi/debugfs.o";"acpi";;"192";"1";"0";"acpi_core";"file_operations";"char";"1";"0";"acpi_device_id"
"25";"numa";"drivers/acpi/numa.o";"acpi";;"287";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"26";"cm_sbs";"drivers/acpi/cm_sbs.o";"acpi";;"55";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"27";"video_detect";"drivers/acpi/video_detect.o";"acpi";;"186";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"28";"processor_driver";"drivers/acpi/processor_driver.o";"acpi";;"992";"3";"0";"acpi_core";"thermal_cooling_device_ops";"char";"0";"0";"acpi_device_id"
"29";"processor_throttling";"drivers/acpi/processor_throttling.o";"acpi";;"1567";"1";"0";"acpi_core";"file_operations";"char";"1";"0";"acpi_device_id"
"30";"processor_idle";"drivers/acpi/processor_idle.o";"acpi";;"1242";"3";"0";"acpi_core";"kernel_param_ops";"char";"4";"0";"acpi_device_id"
"31";"processor_thermal";"drivers/acpi/processor_thermal.o";"acpi";;"190";"1";"0";"acpi_core";"thermal_cooling_device_ops";"char";"0";"0";"acpi_device_id"
"32";"processor_perflib";"drivers/acpi/processor_perflib.o";"acpi";;"1016";"1";"0";"acpi_core";"kernel_param_ops";"char";"1";"0";"acpi_device_id"
"33";"acpica";"drivers/acpi/acpica/dsfield.o";"acpi";"acpica";"506";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"34";"acpica";"drivers/acpi/acpica/dsmthdat.o";"acpi";"acpica";"464";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"35";"acpica";"drivers/acpi/acpica/dsopcode.o";"acpi";"acpica";"1192";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"36";"acpica";"drivers/acpi/acpica/dswexec.o";"acpi";"acpica";"645";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"37";"acpica";"drivers/acpi/acpica/dswscope.o";"acpi";"acpica";"126";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"38";"acpica";"drivers/acpi/acpica/dsmethod.o";"acpi";"acpica";"619";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"39";"acpica";"drivers/acpi/acpica/dsobject.o";"acpi";"acpica";"821";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"40";"acpica";"drivers/acpi/acpica/dsutils.o";"acpi";"acpica";"676";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"41";"acpica";"drivers/acpi/acpica/dswload.o";"acpi";"acpica";"1083";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"42";"acpica";"drivers/acpi/acpica/dswstate.o";"acpi";"acpica";"633";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"43";"acpica";"drivers/acpi/acpica/dsinit.o";"acpi";"acpica";"178";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"44";"acpica";"drivers/acpi/acpica/evevent.o";"acpi";"acpica";"154";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"45";"acpica";"drivers/acpi/acpica/evregion.o";"acpi";"acpica";"1007";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"46";"acpica";"drivers/acpi/acpica/evsci.o";"acpi";"acpica";"74";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"47";"acpica";"drivers/acpi/acpica/evxfevnt.o";"acpi";"acpica";"627";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"48";"acpica";"drivers/acpi/acpica/evmisc.o";"acpi";"acpica";"444";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"49";"acpica";"drivers/acpi/acpica/evrgnini.o";"acpi";"acpica";"605";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"50";"acpica";"drivers/acpi/acpica/evxface.o";"acpi";"acpica";"796";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"51";"acpica";"drivers/acpi/acpica/evxfregn.o";"acpi";"acpica";"172";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"52";"acpica";"drivers/acpi/acpica/evgpe.o";"acpi";"acpica";"687";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"53";"acpica";"drivers/acpi/acpica/evgpeblk.o";"acpi";"acpica";"582";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"54";"acpica";"drivers/acpi/acpica/evgpeinit.o";"acpi";"acpica";"322";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"55";"acpica";"drivers/acpi/acpica/evgpeutil.o";"acpi";"acpica";"338";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"56";"acpica";"drivers/acpi/acpica/exconfig.o";"acpi";"acpica";"668";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"57";"acpica";"drivers/acpi/acpica/exfield.o";"acpi";"acpica";"299";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"58";"acpica";"drivers/acpi/acpica/exnames.o";"acpi";"acpica";"447";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"59";"acpica";"drivers/acpi/acpica/exoparg6.o";"acpi";"acpica";"230";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"60";"acpica";"drivers/acpi/acpica/exresolv.o";"acpi";"acpica";"448";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"61";"acpica";"drivers/acpi/acpica/exstorob.o";"acpi";"acpica";"300";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"62";"acpica";"drivers/acpi/acpica/exconvrt.o";"acpi";"acpica";"572";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"63";"acpica";"drivers/acpi/acpica/exfldio.o";"acpi";"acpica";"956";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"64";"acpica";"drivers/acpi/acpica/exoparg1.o";"acpi";"acpica";"906";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"65";"acpica";"drivers/acpi/acpica/exprep.o";"acpi";"acpica";"341";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"66";"acpica";"drivers/acpi/acpica/exresop.o";"acpi";"acpica";"606";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"67";"acpica";"drivers/acpi/acpica/exsystem.o";"acpi";"acpica";"159";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"68";"acpica";"drivers/acpi/acpica/excreate.o";"acpi";"acpica";"376";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"69";"acpica";"drivers/acpi/acpica/exmisc.o";"acpi";"acpica";"578";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"70";"acpica";"drivers/acpi/acpica/exoparg2.o";"acpi";"acpica";"467";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"71";"acpica";"drivers/acpi/acpica/exregion.o";"acpi";"acpica";"373";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"72";"acpica";"drivers/acpi/acpica/exstore.o";"acpi";"acpica";"384";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"73";"acpica";"drivers/acpi/acpica/exutils.o";"acpi";"acpica";"220";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"74";"acpica";"drivers/acpi/acpica/exdump.o";"acpi";"acpica";"622";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"75";"acpica";"drivers/acpi/acpica/exmutex.o";"acpi";"acpica";"327";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"76";"acpica";"drivers/acpi/acpica/exoparg3.o";"acpi";"acpica";"313";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"77";"acpica";"drivers/acpi/acpica/exresnte.o";"acpi";"acpica";"201";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"78";"acpica";"drivers/acpi/acpica/exstoren.o";"acpi";"acpica";"198";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"79";"acpica";"drivers/acpi/acpica/exdebug.o";"acpi";"acpica";"189";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"80";"acpica";"drivers/acpi/acpica/hwacpi.o";"acpi";"acpica";"95";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"81";"acpica";"drivers/acpi/acpica/hwgpe.o";"acpi";"acpica";"268";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"82";"acpica";"drivers/acpi/acpica/hwregs.o";"acpi";"acpica";"431";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"83";"acpica";"drivers/acpi/acpica/hwsleep.o";"acpi";"acpica";"460";"1";"0";"acpi_core";"kernel_param_ops";"char";"2";"0";"acpi_device_id"
"84";"acpica";"drivers/acpi/acpica/hwxface.o";"acpi";"acpica";"526";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"85";"acpica";"drivers/acpi/acpica/hwvalid.o";"acpi";"acpica";"171";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"86";"acpica";"drivers/acpi/acpica/hwpci.o";"acpi";"acpica";"332";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"87";"acpica";"drivers/acpi/acpica/nsaccess.o";"acpi";"acpica";"584";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"88";"acpica";"drivers/acpi/acpica/nsload.o";"acpi";"acpica";"67";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"89";"acpica";"drivers/acpi/acpica/nssearch.o";"acpi";"acpica";"266";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"90";"acpica";"drivers/acpi/acpica/nsxfeval.o";"acpi";"acpica";"729";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"91";"acpica";"drivers/acpi/acpica/nsalloc.o";"acpi";"acpica";"374";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"92";"acpica";"drivers/acpi/acpica/nseval.o";"acpi";"acpica";"507";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"93";"acpica";"drivers/acpi/acpica/nsnames.o";"acpi";"acpica";"277";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"94";"acpica";"drivers/acpi/acpica/nsutils.o";"acpi";"acpica";"629";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"95";"acpica";"drivers/acpi/acpica/nsxfname.o";"acpi";"acpica";"625";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"96";"acpica";"drivers/acpi/acpica/nsdump.o";"acpi";"acpica";"506";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"97";"acpica";"drivers/acpi/acpica/nsinit.o";"acpi";"acpica";"645";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"98";"acpica";"drivers/acpi/acpica/nsobject.o";"acpi";"acpica";"292";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"99";"acpica";"drivers/acpi/acpica/nswalk.o";"acpi";"acpica";"238";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"100";"acpica";"drivers/acpi/acpica/nsxfobj.o";"acpi";"acpica";"172";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"101";"acpica";"drivers/acpi/acpica/nsparse.o";"acpi";"acpica";"125";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"102";"acpica";"drivers/acpi/acpica/nspredef.o";"acpi";"acpica";"992";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"103";"acpica";"drivers/acpi/acpica/nsrepair.o";"acpi";"acpica";"513";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"104";"acpica";"drivers/acpi/acpica/nsrepair2.o";"acpi";"acpica";"426";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"105";"acpica";"drivers/acpi/acpica/psargs.o";"acpi";"acpica";"588";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"106";"acpica";"drivers/acpi/acpica/psparse.o";"acpi";"acpica";"569";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"107";"acpica";"drivers/acpi/acpica/psloop.o";"acpi";"acpica";"1016";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"108";"acpica";"drivers/acpi/acpica/pstree.o";"acpi";"acpica";"96";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"109";"acpica";"drivers/acpi/acpica/pswalk.o";"acpi";"acpica";"50";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"110";"acpica";"drivers/acpi/acpica/psopcode.o";"acpi";"acpica";"52";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"111";"acpica";"drivers/acpi/acpica/psscope.o";"acpi";"acpica";"130";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"112";"acpica";"drivers/acpi/acpica/psutils.o";"acpi";"acpica";"119";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"113";"acpica";"drivers/acpi/acpica/psxface.o";"acpi";"acpica";"254";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"114";"acpica";"drivers/acpi/acpica/rsaddr.o";"acpi";"acpica";"62";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"115";"acpica";"drivers/acpi/acpica/rscreate.o";"acpi";"acpica";"338";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"116";"acpica";"drivers/acpi/acpica/rsinfo.o";"acpi";"acpica";"2";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"117";"acpica";"drivers/acpi/acpica/rsio.o";"acpi";"acpica";"2";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"118";"acpica";"drivers/acpi/acpica/rslist.o";"acpi";"acpica";"121";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"119";"acpica";"drivers/acpi/acpica/rsmisc.o";"acpi";"acpica";"482";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"120";"acpica";"drivers/acpi/acpica/rsxface.o";"acpi";"acpica";"409";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"121";"acpica";"drivers/acpi/acpica/rscalc.o";"acpi";"acpica";"468";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"122";"acpica";"drivers/acpi/acpica/rsirq.o";"acpi";"acpica";"2";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"123";"acpica";"drivers/acpi/acpica/rsmemory.o";"acpi";"acpica";"2";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"124";"acpica";"drivers/acpi/acpica/rsutils.o";"acpi";"acpica";"568";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"125";"acpica";"drivers/acpi/acpica/tbxface.o";"acpi";"acpica";"789";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"126";"acpica";"drivers/acpi/acpica/tbinstal.o";"acpi";"acpica";"561";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"127";"acpica";"drivers/acpi/acpica/tbutils.o";"acpi";"acpica";"731";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"128";"acpica";"drivers/acpi/acpica/tbfind.o";"acpi";"acpica";"127";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"129";"acpica";"drivers/acpi/acpica/tbfadt.o";"acpi";"acpica";"442";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"130";"acpica";"drivers/acpi/acpica/tbxfroot.o";"acpi";"acpica";"175";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"131";"acpica";"drivers/acpi/acpica/utalloc.o";"acpi";"acpica";"334";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"132";"acpica";"drivers/acpi/acpica/utdebug.o";"acpi";"acpica";"351";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"133";"acpica";"drivers/acpi/acpica/uteval.o";"acpi";"acpica";"338";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"134";"acpica";"drivers/acpi/acpica/utinit.o";"acpi";"acpica";"63";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"135";"acpica";"drivers/acpi/acpica/utmisc.o";"acpi";"acpica";"761";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"136";"acpica";"drivers/acpi/acpica/utxface.o";"acpi";"acpica";"342";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"137";"acpica";"drivers/acpi/acpica/utcopy.o";"acpi";"acpica";"936";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"138";"acpica";"drivers/acpi/acpica/utdelete.o";"acpi";"acpica";"561";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"139";"acpica";"drivers/acpi/acpica/utglobal.o";"acpi";"acpica";"258";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"140";"acpica";"drivers/acpi/acpica/utmath.o";"acpi";"acpica";"154";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"141";"acpica";"drivers/acpi/acpica/utobject.o";"acpi";"acpica";"648";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"142";"acpica";"drivers/acpi/acpica/utstate.o";"acpi";"acpica";"255";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"143";"acpica";"drivers/acpi/acpica/utmutex.o";"acpi";"acpica";"230";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"144";"acpica";"drivers/acpi/acpica/utresrc.o";"acpi";"acpica";"267";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"145";"acpica";"drivers/acpi/acpica/utlock.o";"acpi";"acpica";"77";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"146";"acpica";"drivers/acpi/acpica/utids.o";"acpi";"acpica";"357";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"147";"acpica";"drivers/acpi/acpica/utosi.o";"acpi";"acpica";"323";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"148";"acpica";"drivers/acpi/acpica/utxferror.o";"acpi";"acpica";"187";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"149";"apei";"drivers/acpi/apei/apei-base.o";"acpi";"apei";"699";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"150";"apei";"drivers/acpi/apei/hest.o";"acpi";"apei";"267";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"151";"apei";"drivers/acpi/apei/cper.o";"acpi";"apei";"72";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"152";"apei";"drivers/acpi/apei/erst.o";"acpi";"apei";"804";"1";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"153";"apei";"drivers/acpi/apei/ghes.o";"acpi";"apei";"528";"1";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"154";"apei";"drivers/acpi/apei/einj.o";"acpi";"apei";"543";"1";"0";"acpi_core";"file_operations";"char";"0";"0";"acpi_device_id"
"155";"apei";"drivers/acpi/apei/erst-dbg.o";"acpi";"apei";"267";"1";"0";"acpi_core";"file_operations";"char";"0";"0";"acpi_device_id"
"156";"ac";"drivers/acpi/ac.o";"acpi";;"375";"2";"0";"acpi_core";"file_operations";"char";"0";"0";"acpi_device_id"
"157";"button";"drivers/acpi/button.o";"acpi";;"491";"6";"0";"acpi_core";"file_operations";"char";"0";"0";"acpi_device_id"
"158";"fan";"drivers/acpi/fan.o";"acpi";;"164";"2";"0";"acpi_core";"thermal_cooling_device_ops";"char";"0";"0";"acpi_device_id"
"159";"pci_slot";"drivers/acpi/pci_slot.o";"acpi";;"371";"1";"0";"acpi_core";"kernel_param_ops";"char";"1";"0";"acpi_device_id"
"160";"container";"drivers/acpi/container.o";"acpi";;"307";"4";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"161";"thermal";"drivers/acpi/thermal.o";"acpi";;"1125";"4";"0";"acpi_core";"thermal_zone_device_ops";"char";"6";"0";"acpi_device_id"
"162";"battery";"drivers/acpi/battery.o";"acpi";;"865";"2";"0";"acpi_core";"kernel_param_ops";"char";"1";"0";"acpi_device_id"
"163";"sbshc";"drivers/acpi/sbshc.o";"acpi";;"323";"3";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"164";"sbs";"drivers/acpi/sbs.o";"acpi";;"844";"2";"0";"acpi_core";"file_operations";"char";"1";"0";"acpi_device_id"
"165";"power_meter";"drivers/acpi/power_meter.o";"acpi";;"919";"2";"0";"acpi_core";"kernel_param_ops";"char";"1";"0";"acpi_device_id"
"166";"acpi_pad";"drivers/acpi/acpi_pad.o";"acpi";;"681";"2";"0";"acpi_core";"pv_irq_ops";"char";"0";"0";"acpi_device_id"
"167";"video";"drivers/acpi/video.o";"acpi";;"1663";"5";"0";"acpi_core";"thermal_cooling_device_ops";"char";"2";"0";"acpi_device_id"
"168";"hed";"drivers/acpi/hed.o";"acpi";;"46";"2";"0";"acpi_core";"empty_ops";"char";"0";"0";"acpi_device_id"
"169";"libata-core";"drivers/ata/libata-core.o";"ata";;"5314";"1";"2";"core";"ata_port_operations";"block";"12";"0";"pci_device_id"
"170";"libata-scsi";"drivers/ata/libata-scsi.o";"ata";;"3641";"1";"0";"empty_type";"pv_lock_ops";"block";"0";"0";"empty_bus_type"
"171";"libata-eh";"drivers/ata/libata-eh.o";"ata";;"3404";"1";"0";"empty_type";"pv_lock_ops";"block";"0";"0";"empty_bus_type"
"172";"libata-transport";"drivers/ata/libata-transport.o";"ata";;"510";"1";"0";"empty_type";"empty_ops";"block";"0";"0";"empty_bus_type"
"173";"libata-sff";"drivers/ata/libata-sff.o";"ata";;"2602";"1";"158";"empty_type";"ata_port_operations";"block";"0";"0";"pci_device_id"
"174";"libata-pmp";"drivers/ata/libata-pmp.o";"ata";;"1164";"1";"325";"empty_type";"ata_port_operations";"block";"0";"0";"empty_bus_type"
"175";"libata-acpi";"drivers/ata/libata-acpi.o";"ata";;"940";"1";"0";"empty_type";"acpi_dock_ops";"block";"1";"0";"pci_device_id"
"176";"ahci";"drivers/ata/ahci.o";"ata";;"968";"156";"0";"pci_driver";"ata_port_operations";"block";"1";"0";"pci_device_id"
"177";"libahci";"drivers/ata/libahci.o";"ata";;"2156";"1";"136";"empty_type";"ata_port_operations";"block";"3";"0";"empty_bus_type"
