"driverid";"name";"path";"class";"subclass";"loc";"chipset";"has_recovery";"driver_types";"driver_ops";"basic_type";"bfactor";"cfactor";"bus_type"
"374";"tpm";"drivers/char/tpm/tpm_infineon.o";"char";"tpm";"576";"3";"0";"pnp_driver";"file_operations";"char";"0";"0";"pnp_device_id"
"375";"rocket";"drivers/char/rocket.o";"char";;"2808";"1";"0";"empty_type";"tty_operations";"char";"14";"0";"pci_device_id"
"376";"cyclades";"drivers/char/cyclades.o";"char";;"3843";"8";"0";"pci_driver";"tty_operations";"char";"2";"0";"pci_device_id"
"377";"stallion";"drivers/char/stallion.o";"char";;"3715";"4";"0";"pci_driver";"tty_operations";"char";"4";"0";"pci_device_id"
"378";"istallion";"drivers/char/istallion.o";"char";;"3354";"2";"0";"pci_driver";"tty_operations";"char";"4";"0";"pci_device_id"
"379";"nozomi";"drivers/char/nozomi.o";"char";;"1736";"1";"0";"pci_driver";"tty_operations";"char";"1";"0";"pci_device_id"
"380";"epca";"drivers/char/epca.o";"char";;"2522";"5";"0";"pci_driver";"tty_operations";"char";"0";"0";"pci_device_id"
"381";"specialix";"drivers/char/specialix.o";"char";;"2225";"1";"0";"empty_type";"tty_operations";"char";"5";"0";"pci_device_id"
"382";"moxa";"drivers/char/moxa.o";"char";;"1826";"4";"0";"pci_driver";"tty_operations";"char";"4";"0";"pci_device_id"
"383";"mxser";"drivers/char/mxser.o";"char";;"2648";"26";"0";"pci_driver";"tty_operations";"char";"2";"0";"pci_device_id"
"384";"riscom8";"drivers/char/riscom8.o";"char";;"1435";"1";"0";"empty_type";"tty_operations";"char";"4";"0";"empty_bus_type"
"385";"isicom";"drivers/char/isicom.o";"char";;"1636";"10";"0";"pci_driver";"tty_operations";"char";"0";"0";"pci_device_id"
"386";"synclink";"drivers/char/synclink.o";"char";;"6591";"3";"0";"pci_driver";"net_device_ops";"char";"9";"0";"pci_device_id"
"387";"synclinkmp";"drivers/char/synclinkmp.o";"char";;"5039";"2";"0";"pci_driver";"tty_operations";"char";"4";"0";"pci_device_id"
"388";"synclink_gt";"drivers/char/synclink_gt.o";"char";;"4706";"5";"0";"pci_driver";"tty_operations";"char";"3";"0";"pci_device_id"
"389";"raw";"drivers/char/raw.o";"char";;"294";"1";"0";"empty_type";"file_operations";"char";"0";"0";"empty_bus_type"
"390";"lp";"drivers/char/lp.o";"char";;"963";"1";"0";"parport_driver";"file_operations";"char";"2";"0";"empty_bus_type"
"391";"dtlk";"drivers/char/dtlk.o";"char";;"555";"1";"0";"empty_type";"file_operations";"char";"0";"0";"empty_bus_type"
"392";"applicom";"drivers/char/applicom.o";"char";;"853";"4";"0";"empty_type";"file_operations";"char";"2";"0";"pci_device_id"
"393";"sonypi";"drivers/char/sonypi.o";"char";;"1081";"2";"0";"platform_driver";"file_operations";"char";"8";"0";"platform_device_id"
"394";"nvram";"drivers/char/nvram.o";"char";;"429";"1";"0";"empty_type";"file_operations";"char";"0";"0";"empty_bus_type"
"395";"ppdev";"drivers/char/ppdev.o";"char";;"938";"1";"0";"parport_driver";"file_operations";"char";"0";"0";"empty_bus_type"
"396";"scx200_gpio";"drivers/char/scx200_gpio.o";"char";;"153";"1";"0";"empty_type";"file_operations";"char";"1";"0";"empty_bus_type"
"397";"pc8736x_gpio";"drivers/char/pc8736x_gpio.o";"char";;"269";"1";"0";"empty_type";"file_operations";"char";"1";"0";"empty_bus_type"
"398";"nsc_gpio";"drivers/char/nsc_gpio.o";"char";;"117";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"399";"cs5535_gpio";"drivers/char/cs5535_gpio.o";"char";;"187";"2";"0";"empty_type";"file_operations";"char";"2";"0";"pci_device_id"
"400";"tlclk";"drivers/char/tlclk.o";"char";;"852";"1";"0";"empty_type";"file_operations";"char";"0";"0";"platform_device_id"
"401";"hangcheck-timer";"drivers/char/hangcheck-timer.o";"char";;"74";"1";"0";"empty_type";"kernel_param_ops";"char";"4";"0";"empty_bus_type"
"402";"cyclone";"drivers/clocksource/cyclone.o";"clocksource";;"105";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"403";"acpi_pm";"drivers/clocksource/acpi_pm.o";"clocksource";;"201";"1";"0";"empty_type";"pv_cpu_ops";"char";"0";"0";"empty_bus_type"
"404";"scx200_hrt";"drivers/clocksource/scx200_hrt.o";"clocksource";;"57";"1";"0";"empty_type";"kernel_param_ops";"char";"2";"0";"empty_bus_type"
"405";"cs5535-clockevt";"drivers/clocksource/cs5535-clockevt.o";"clocksource";;"133";"1";"0";"empty_type";"kernel_param_ops";"char";"1";"0";"empty_bus_type"
"406";"cn_queue";"drivers/connector/cn_queue.o";"connector";;"432";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"407";"connector";"drivers/connector/connector.o";"connector";;"419";"1";"0";"empty_type";"file_operations";"char";"0";"0";"empty_bus_type"
"408";"cn_proc";"drivers/connector/cn_proc.o";"connector";;"360";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"409";"cpufreq";"drivers/cpufreq/cpufreq.o";"cpufreq";;"1899";"1";"0";"sysdev_driver";"sysfs_ops";"char";"2";"0";"empty_bus_type"
"410";"cpufreq_stats";"drivers/cpufreq/cpufreq_stats.o";"cpufreq";;"436";"1";"0";"empty_type";"pv_lock_ops";"char";"0";"0";"empty_bus_type"
"411";"cpufreq_performance";"drivers/cpufreq/cpufreq_performance.o";"cpufreq";;"25";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"412";"cpufreq_powersave";"drivers/cpufreq/cpufreq_powersave.o";"cpufreq";;"25";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"413";"cpufreq_userspace";"drivers/cpufreq/cpufreq_userspace.o";"cpufreq";;"155";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"414";"cpufreq_ondemand";"drivers/cpufreq/cpufreq_ondemand.o";"cpufreq";;"676";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"415";"cpufreq_conservative";"drivers/cpufreq/cpufreq_conservative.o";"cpufreq";;"574";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"416";"freq_table";"drivers/cpufreq/freq_table.o";"cpufreq";;"215";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"417";"cpuidle";"drivers/cpuidle/cpuidle.o";"cpuidle";;"412";"1";"0";"empty_type";"pv_irq_ops";"char";"0";"0";"empty_bus_type"
"418";"driver";"drivers/cpuidle/driver.o";"cpuidle";;"60";"1";"0";"empty_type";"pv_lock_ops";"char";"0";"0";"empty_bus_type"
"419";"governor";"drivers/cpuidle/governor.o";"cpuidle";;"148";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"420";"sysfs";"drivers/cpuidle/sysfs.o";"cpuidle";;"396";"1";"0";"empty_type";"sysfs_ops";"char";"0";"0";"empty_bus_type"
"421";"governors";"drivers/cpuidle/governors/ladder.o";"cpuidle";"governors";"106";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"422";"governors";"drivers/cpuidle/governors/menu.o";"cpuidle";"governors";"312";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"423";"padlock-aes";"drivers/crypto/padlock-aes.o";"crypto";;"635";"1";"0";"empty_type";"pv_cpu_ops";"char";"0";"0";"empty_bus_type"
"424";"geode-aes";"drivers/crypto/geode-aes.o";"crypto";;"625";"2";"0";"pci_driver";"empty_ops";"char";"0";"0";"pci_device_id"
"425";"hifn_795x";"drivers/crypto/hifn_795x.o";"crypto";;"2344";"3";"0";"pci_driver";"kernel_param_ops";"char";"2";"0";"pci_device_id"
"426";"dca-core";"drivers/dca/dca-core.o";"dca";;"494";"1";"0";"core";"empty_ops";"char";"0";"0";"pci_device_id"
"427";"dca-sysfs";"drivers/dca/dca-sysfs.o";"dca";;"113";"1";"0";"empty_type";"pv_lock_ops";"char";"0";"0";"empty_bus_type"
"428";"dmaengine";"drivers/dma/dmaengine.o";"dma";;"1295";"1";"0";"empty_type";"empty_ops";" ";"0";"0";"empty_bus_type"
"429";"iovlock";"drivers/dma/iovlock.o";"dma";;"340";"1";"0";"empty_type";"empty_ops";" ";"0";"0";"empty_bus_type"
"430";"dmatest";"drivers/dma/dmatest.o";"dma";;"815";"1";"0";"empty_type";"kernel_param_ops";" ";"10";"0";"empty_bus_type"
"431";"ioat";"drivers/dma/ioat/pci.o";"dma";"ioat";"131";"24";"0";"pci_driver";"kernel_param_ops";" ";"1";"0";"pci_device_id"
"432";"ioat";"drivers/dma/ioat/dma.o";"dma";"ioat";"1669";"1";"0";"empty_type";"sysfs_ops";" ";"4";"0";"spi_device_id"
"433";"ioat";"drivers/dma/ioat/dma_v2.o";"dma";"ioat";"1109";"1";"0";"empty_type";"sysfs_ops";" ";"2";"0";"empty_bus_type"
"434";"ioat";"drivers/dma/ioat/dma_v3.o";"dma";"ioat";"1560";"1";"0";"empty_type";"empty_ops";" ";"0";"0";"empty_bus_type"
"435";"ioat";"drivers/dma/ioat/dca.o";"dma";"ioat";"579";"1";"0";"empty_type";"dca_ops";" ";"0";"0";"pci_device_id"
"436";"intel_mid_dma";"drivers/dma/intel_mid_dma.o";"dma";;"1429";"5";"1";"pci_driver";"dev_pm_ops";" ";"0";"0";"pci_device_id"
"437";"timb_dma";"drivers/dma/timb_dma.o";"dma";;"1097";"1";"0";"platform_driver";"pv_lock_ops";" ";"0";"0";"platform_device_id"
"438";"pch_dma";"drivers/dma/pch_dma.o";"dma";;"1194";"3";"0";"pci_driver";"kernel_param_ops";" ";"1";"0";"pci_device_id"
"439";"edac_stub";"drivers/edac/edac_stub.o";"edac";;"56";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"440";"edac_mc";"drivers/edac/edac_mc.o";"edac";;"995";"1";"0";"empty_type";"pv_irq_ops";"char";"0";"0";"empty_bus_type"
"441";"edac_device";"drivers/edac/edac_device.o";"edac";;"765";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"442";"edac_mc_sysfs";"drivers/edac/edac_mc_sysfs.o";"edac";;"915";"1";"0";"empty_type";"sysfs_ops";"char";"4";"0";"empty_bus_type"
"443";"edac_pci_sysfs";"drivers/edac/edac_pci_sysfs.o";"edac";;"739";"1";"0";"empty_type";"sysfs_ops";"char";"2";"0";"pci_device_id"
"444";"edac_module";"drivers/edac/edac_module.o";"edac";;"79";"1";"0";"empty_type";"kernel_param_ops";"char";"1";"0";"empty_bus_type"
"445";"edac_device_sysfs";"drivers/edac/edac_device_sysfs.o";"edac";;"665";"1";"0";"empty_type";"sysfs_ops";"char";"0";"0";"empty_bus_type"
"446";"edac_pci";"drivers/edac/edac_pci.o";"edac";;"507";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"447";"mce_amd";"drivers/edac/mce_amd.o";"edac";;"711";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"448";"edac_mce";"drivers/edac/edac_mce.o";"edac";;"62";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"449";"amd76x_edac";"drivers/edac/amd76x_edac.o";"edac";;"246";"3";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"450";"i5000_edac";"drivers/edac/i5000_edac.o";"edac";;"1174";"2";"0";"pci_driver";"kernel_param_ops";"char";"2";"0";"pci_device_id"
"451";"i5100_edac";"drivers/edac/i5100_edac.o";"edac";;"903";"2";"0";"pci_driver";"empty_ops";"char";"0";"0";"pci_device_id"
"452";"i5400_edac";"drivers/edac/i5400_edac.o";"edac";;"1052";"2";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"453";"e7xxx_edac";"drivers/edac/e7xxx_edac.o";"edac";;"424";"5";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"454";"e752x_edac";"drivers/edac/e752x_edac.o";"edac";;"1137";"5";"0";"pci_driver";"kernel_param_ops";"char";"4";"0";"pci_device_id"
"455";"i82875p_edac";"drivers/edac/i82875p_edac.o";"edac";;"457";"2";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"456";"i82975x_edac";"drivers/edac/i82975x_edac.o";"edac";;"411";"2";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"457";"i3000_edac";"drivers/edac/i3000_edac.o";"edac";;"412";"2";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"458";"i3200_edac";"drivers/edac/i3200_edac.o";"edac";;"432";"2";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"459";"x38_edac";"drivers/edac/x38_edac.o";"edac";;"429";"2";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"460";"i82860_edac";"drivers/edac/i82860_edac.o";"edac";;"311";"2";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"461";"r82600_edac";"drivers/edac/r82600_edac.o";"edac";;"301";"2";"0";"pci_driver";"kernel_param_ops";"char";"2";"0";"pci_device_id"
"462";"mce_amd_inj";"drivers/edac/mce_amd_inj.o";"edac";;"94";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"463";"i7300_edac";"drivers/edac/i7300_edac.o";"edac";;"905";"2";"0";"pci_driver";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"464";"i7core_edac";"drivers/edac/i7core_edac.o";"edac";;"1771";"3";"0";"core";"kernel_param_ops";"char";"2";"0";"pci_device_id"
"465";"eisa-bus";"drivers/eisa/eisa-bus.o";"eisa";;"595";"1";"0";"empty_type";"bus_type";" ";"2";"0";"eisa_device_id"
"466";"pci_eisa";"drivers/eisa/pci_eisa.o";"eisa";;"45";"2";"0";"pci_driver";"empty_ops";" ";"0";"0";"pci_device_id"
"467";"virtual_root";"drivers/eisa/virtual_root.o";"eisa";;"26";"1";"0";"empty_type";"kernel_param_ops";" ";"1";"0";"empty_bus_type"
"468";"init_ohci1394_dma";"drivers/firewire/init_ohci1394_dma.o";"firewire";;"239";"1";"0";"empty_type";"pv_mmu_ops";"char";"0";"0";"empty_bus_type"
"469";"core-card";"drivers/firewire/core-card.o";"firewire";;"742";"1";"0";"core";"pv_lock_ops";"char";"0";"0";"empty_bus_type"
"470";"core-cdev";"drivers/firewire/core-cdev.o";"firewire";;"1816";"1";"0";"core";"file_operations";"char";"0";"0";"empty_bus_type"
"471";"core-device";"drivers/firewire/core-device.o";"firewire";;"1445";"1";"0";"core";"bus_type";"char";"0";"0";"empty_bus_type"
"472";"core-iso";"drivers/firewire/core-iso.o";"firewire";;"507";"1";"0";"core";"pv_lock_ops";"char";"0";"0";"empty_bus_type"
"473";"core-topology";"drivers/firewire/core-topology.o";"firewire";;"704";"1";"0";"core";"empty_ops";"char";"0";"0";"empty_bus_type"
"474";"core-transaction";"drivers/firewire/core-transaction.o";"firewire";;"1276";"1";"0";"core";"file_operations";"char";"0";"0";"empty_bus_type"
"475";"net";"drivers/firewire/net.o";"firewire";;"2107";"1";"0";"fw_driver";"net_device_ops";"char";"0";"0";"ieee1394_device_id"
"476";"ohci";"drivers/firewire/ohci.o";"firewire";;"3150";"1";"0";"pci_driver";"kernel_param_ops";"char";"2";"0";"pci_device_id"
"477";"sbp2";"drivers/firewire/sbp2.o";"firewire";;"1707";"1";"313";"fw_driver";"scsi_host_template";"char";"2";"0";"ieee1394_device_id"
"478";"nosy";"drivers/firewire/nosy.o";"firewire";;"963";"1";"0";"pci_driver";"file_operations";"char";"0";"0";"pci_device_id"
"479";"dmi_scan";"drivers/firmware/dmi_scan.o";"firmware";;"642";"1";"0";"empty_type";"empty_ops";" ";"0";"0";"empty_bus_type"
"480";"edd";"drivers/firmware/edd.o";"firmware";;"700";"1";"0";"empty_type";"sysfs_ops";" ";"0";"0";"pci_device_id"
"481";"efivars";"drivers/firmware/efivars.o";"firmware";;"787";"1";"0";"empty_type";"sysfs_ops";" ";"0";"0";"empty_bus_type"
"482";"dell_rbu";"drivers/firmware/dell_rbu.o";"firmware";;"911";"1";"0";"empty_type";"kernel_param_ops";" ";"3";"0";"platform_device_id"
"483";"dcdbas";"drivers/firmware/dcdbas.o";"firmware";;"662";"1";"0";"platform_driver";"pv_irq_ops";" ";"0";"0";"platform_device_id"
"484";"dmi-id";"drivers/firmware/dmi-id.o";"firmware";;"267";"1";"0";"empty_type";"empty_ops";" ";"0";"0";"empty_bus_type"
"485";"iscsi_ibft_find";"drivers/firmware/iscsi_ibft_find.o";"firmware";;"73";"1";"0";"scsi_core";"empty_ops";" ";"0";"0";"empty_bus_type"
"486";"iscsi_ibft";"drivers/firmware/iscsi_ibft.o";"firmware";;"691";"1";"0";"scsi_core";"empty_ops";" ";"0";"0";"empty_bus_type"
"487";"memmap";"drivers/firmware/memmap.o";"firmware";;"222";"1";"0";"empty_type";"sysfs_ops";" ";"0";"0";"empty_bus_type"
"488";"gpiolib";"drivers/gpio/gpiolib.o";"gpio";;"1404";"1";"0";"empty_type";"file_operations";"char";"0";"0";"empty_bus_type"
"489";"langwell_gpio";"drivers/gpio/langwell_gpio.o";"gpio";;"455";"4";"0";"platform_driver";"empty_ops";"char";"0";"0";"platform_device_id"
"490";"timbgpio";"drivers/gpio/timbgpio.o";"gpio";;"493";"1";"0";"platform_driver";"pv_lock_ops";"char";"0";"0";"platform_device_id"
"491";"ucb1400_gpio";"drivers/gpio/ucb1400_gpio.o";"gpio";;"118";"1";"0";"platform_driver";"empty_ops";"char";"0";"0";"platform_device_id"
"492";"adp5588-gpio";"drivers/gpio/adp5588-gpio.o";"gpio";;"361";"1";"0";"i2c_driver";"empty_ops";"char";"0";"0";"i2c_device_id"
"493";"basic_mmio_gpio";"drivers/gpio/basic_mmio_gpio.o";"gpio";;"229";"2";"0";"platform_driver";"empty_ops";"char";"0";"0";"platform_device_id"
"494";"max730x";"drivers/gpio/max730x.o";"gpio";;"193";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"empty_bus_type"
"495";"max7300";"drivers/gpio/max7300.o";"gpio";;"172";"1";"0";"i2c_driver";"empty_ops";"char";"0";"0";"i2c_device_id"
"496";"max7301";"drivers/gpio/max7301.o";"gpio";;"296";"1";"0";"spi_driver";"empty_ops";"char";"0";"0";"spi_device_id"
"497";"max732x";"drivers/gpio/max732x.o";"gpio";;"416";"9";"0";"i2c_driver";"empty_ops";"char";"0";"0";"i2c_device_id"
"498";"mc33880";"drivers/gpio/mc33880.o";"gpio";;"335";"1";"0";"spi_driver";"empty_ops";"char";"0";"0";"spi_device_id"
"499";"mcp23s08";"drivers/gpio/mcp23s08.o";"gpio";;"548";"1";"0";"spi_driver";"empty_ops";"char";"0";"0";"spi_device_id"
"500";"74x164";"drivers/gpio/74x164.o";"gpio";;"344";"1";"0";"spi_driver";"empty_ops";"char";"0";"0";"spi_device_id"
"501";"pca953x";"drivers/gpio/pca953x.o";"gpio";;"394";"17";"0";"i2c_driver";"empty_ops";"char";"0";"0";"i2c_device_id"
"502";"pcf857x";"drivers/gpio/pcf857x.o";"gpio";;"399";"13";"0";"i2c_driver";"empty_ops";"char";"0";"0";"i2c_device_id"
"503";"cs5535-gpio";"drivers/gpio/cs5535-gpio.o";"gpio";;"274";"3";"0";"empty_type";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"504";"it8761e_gpio";"drivers/gpio/it8761e_gpio.o";"gpio";;"205";"1";"0";"gpio_chip";"pv_lock_ops";"char";"0";"0";"empty_bus_type"
"505";"wm831x-gpio";"drivers/gpio/wm831x-gpio.o";"gpio";;"355";"1";"0";"platform_driver";"empty_ops";"char";"0";"0";"platform_device_id"
"506";"sch_gpio";"drivers/gpio/sch_gpio.o";"gpio";;"250";"1";"0";"platform_driver";"pv_lock_ops";"char";"0";"0";"platform_device_id"
"507";"rdc321x-gpio";"drivers/gpio/rdc321x-gpio.o";"gpio";;"331";"1";"0";"platform_driver";"pv_lock_ops";"char";"0";"0";"platform_device_id"
"508";"janz-ttl";"drivers/gpio/janz-ttl.o";"gpio";;"330";"1";"0";"platform_driver";"pv_lock_ops";"char";"0";"0";"platform_device_id"
"509";"vx855_gpio";"drivers/gpio/vx855_gpio.o";"gpio";;"357";"1";"0";"platform_driver";"empty_ops";"char";"0";"0";"platform_device_id"
"510";"drm";"drivers/gpu/drm/i810/i810.o";"gpu";"drm";"1479";"5";"0";"drm_driver";"file_operations";"char";"0";"0";"pci_device_id"
"511";"drm";"drivers/gpu/drm/i830/i830.o";"gpu";"drm";"1912";"6";"0";"drm_driver";"file_operations";"char";"0";"0";"pci_device_id"
"512";"drm";"drivers/gpu/drm/i915/i915.o";"gpu";"drm";"28979";"39";"1";"drm_driver";"intel_dvo_dev_ops";"char";"4";"0";"pci_device_id"
"513";"drm";"drivers/gpu/drm/mga/mga.o";"gpu";"drm";"2635";"5";"0";"drm_driver";"empty_ops";"char";"0";"0";"pci_device_id"
"514";"drm";"drivers/gpu/drm/r128/r128.o";"gpu";"drm";"2601";"38";"0";"drm_driver";"empty_ops";"char";"0";"0";"pci_device_id"
"515";"drm";"drivers/gpu/drm/radeon/radeon.o";"gpu";"drm";"57521";"416";"0";"ttm_bo_driver";"fb_ops";"char";"14";"0";"pci_device_id"
"516";"drm";"drivers/gpu/drm/savage/savage.o";"gpu";"drm";"2289";"24";"0";"drm_driver";"empty_ops";"char";"0";"0";"pci_device_id"
"517";"drm";"drivers/gpu/drm/sis/sis.o";"gpu";"drm";"410";"9";"0";"drm_driver";"empty_ops";"char";"0";"0";"pci_device_id"
"518";"drm";"drivers/gpu/drm/ttm/ttm.o";"gpu";"drm";"5725";"1";"0";"empty_type";"sysfs_ops";"char";"0";"0";"pci_device_id"
"519";"drm";"drivers/gpu/drm/via/via.o";"gpu";"drm";"3041";"10";"0";"drm_driver";"pv_lock_ops";"char";"0";"0";"pci_device_id"
"520";"drm";"drivers/gpu/drm/drm_auth.o";"gpu";"drm";"258";"1";"0";"empty_type";"pv_lock_ops";"char";"0";"0";"pci_device_id"
"521";"drm";"drivers/gpu/drm/drm_buffer.o";"gpu";"drm";"261";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"522";"drm";"drivers/gpu/drm/drm_bufs.o";"gpu";"drm";"1673";"1";"0";"empty_type";"pv_lock_ops";"char";"0";"0";"pci_device_id"
"523";"drm";"drivers/gpu/drm/drm_cache.o";"gpu";"drm";"79";"1";"0";"empty_type";"pv_cpu_ops";"char";"0";"0";"pci_device_id"
"524";"drm";"drivers/gpu/drm/drm_context.o";"gpu";"drm";"474";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"525";"drm";"drivers/gpu/drm/drm_dma.o";"gpu";"drm";"263";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"526";"drm";"drivers/gpu/drm/drm_drv.o";"gpu";"drm";"516";"1";"0";"empty_type";"file_operations";"char";"0";"0";"pci_device_id"
"527";"drm";"drivers/gpu/drm/drm_fops.o";"gpu";"drm";"797";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"528";"drm";"drivers/gpu/drm/drm_gem.o";"gpu";"drm";"625";"1";"0";"empty_type";"pv_lock_ops";"char";"0";"0";"pci_device_id"
"529";"drm";"drivers/gpu/drm/drm_ioctl.o";"gpu";"drm";"516";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"530";"drm";"drivers/gpu/drm/drm_irq.o";"gpu";"drm";"896";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"531";"drm";"drivers/gpu/drm/drm_lock.o";"gpu";"drm";"369";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"532";"drm";"drivers/gpu/drm/drm_memory.o";"gpu";"drm";"111";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"533";"drm";"drivers/gpu/drm/drm_proc.o";"gpu";"drm";"254";"1";"0";"empty_type";"file_operations";"char";"0";"0";"pci_device_id"
"534";"drm";"drivers/gpu/drm/drm_stub.o";"gpu";"drm";"553";"1";"0";"empty_type";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"535";"drm";"drivers/gpu/drm/drm_vm.o";"gpu";"drm";"715";"1";"0";"empty_type";"vm_operations_struct";"char";"0";"0";"pci_device_id"
"536";"drm";"drivers/gpu/drm/drm_agpsupport.o";"gpu";"drm";"466";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"537";"drm";"drivers/gpu/drm/drm_scatter.o";"gpu";"drm";"376";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"538";"drm";"drivers/gpu/drm/ati_pcigart.o";"gpu";"drm";"268";"1";"0";"empty_type";"pv_cpu_ops";"char";"0";"0";"pci_device_id"
"539";"drm";"drivers/gpu/drm/drm_pci.o";"gpu";"drm";"460";"1";"0";"empty_type";"pv_irq_ops";"char";"0";"0";"pci_device_id"
"540";"drm";"drivers/gpu/drm/drm_platform.o";"gpu";"drm";"200";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"541";"drm";"drivers/gpu/drm/drm_sysfs.o";"gpu";"drm";"479";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"542";"drm";"drivers/gpu/drm/drm_hashtab.o";"gpu";"drm";"221";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"543";"drm";"drivers/gpu/drm/drm_sman.o";"gpu";"drm";"434";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"544";"drm";"drivers/gpu/drm/drm_mm.o";"gpu";"drm";"696";"1";"0";"empty_type";"pv_lock_ops";"char";"0";"0";"pci_device_id"
"545";"drm";"drivers/gpu/drm/drm_crtc.o";"gpu";"drm";"2365";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"546";"drm";"drivers/gpu/drm/drm_modes.o";"gpu";"drm";"688";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"547";"drm";"drivers/gpu/drm/drm_edid.o";"gpu";"drm";"1363";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"548";"drm";"drivers/gpu/drm/drm_info.o";"gpu";"drm";"303";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"549";"drm";"drivers/gpu/drm/drm_debugfs.o";"gpu";"drm";"255";"1";"0";"empty_type";"file_operations";"char";"0";"0";"pci_device_id"
"550";"drm";"drivers/gpu/drm/drm_encoder_slave.o";"gpu";"drm";"92";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"551";"drm";"drivers/gpu/drm/drm_trace_points.o";"gpu";"drm";"2";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"552";"drm";"drivers/gpu/drm/drm_global.o";"gpu";"drm";"173";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"553";"drm";"drivers/gpu/drm/drm_fb_helper.o";"gpu";"drm";"1619";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"pci_device_id"
"554";"drm";"drivers/gpu/drm/drm_crtc_helper.o";"gpu";"drm";"931";"1";"0";"empty_type";"kernel_param_ops";"char";"1";"0";"pci_device_id"
"555";"drm";"drivers/gpu/drm/drm_dp_i2c_helper.o";"gpu";"drm";"138";"1";"0";"empty_type";"empty_ops";"char";"0";"0";"i2c_device_id"
"556";"stub";"drivers/gpu/stub/poulsbo.o";"gpu";"stub";"22";"3";"0";"pci_driver";"empty_ops";"char";"0";"0";"pci_device_id"
